frame,points,total,diff
978,39,53,14
979,39,53,14
980,37,53,16
981,36,53,17
982,37,53,16
983,38,53,15
984,37,53,16
985,38,53,15
986,38,53,15
987,37,53,16
988,37,53,16
989,36,53,17
990,35,53,18
991,36,53,17
992,37,53,16
993,39,53,14
994,38,53,15
995,39,53,14
996,39,53,14
997,38,53,15
998,39,53,14
999,39,53,14
1000,39,53,14
1001,40,53,13
1002,39,53,14
1003,37,53,16
1004,38,53,15
1005,36,53,17
1006,38,53,15
1007,37,53,16
1008,37,53,16
1009,38,53,15
1010,38,53,15
1011,38,53,15
1012,38,53,15
1013,39,53,14
1014,39,53,14
1015,40,53,13
1016,40,53,13
1017,39,53,14
1018,40,53,13
1019,40,53,13
1020,40,53,13
1021,40,53,13
1022,39,53,14
1023,40,53,13
1024,40,53,13
1025,41,53,12
1026,40,53,13
1027,41,53,12
1028,41,53,12
1029,40,53,13
1030,39,53,14
1031,39,53,14
1032,40,53,13
1033,41,53,12
1034,41,53,12
1035,40,53,13
1036,40,53,13
1037,40,53,13
1038,39,53,14
1039,40,53,13
1040,40,53,13
1041,38,53,15
1042,38,53,15
1043,38,53,15
1044,39,53,14
1045,35,53,18
1046,36,53,17
1047,35,53,18
1048,36,53,17
1049,37,53,16
1050,39,53,14
1051,39,53,14
1052,38,53,15
1053,38,53,15
1054,39,53,14
1055,38,53,15
1056,39,53,14
1057,38,53,15
1058,39,53,14
1059,38,53,15
1060,38,53,15
1061,37,53,16
1062,37,53,16
1063,36,53,17
1064,35,53,18
1065,37,53,16
1066,38,53,15
1067,36,53,17
1068,36,53,17
1069,37,53,16
1070,35,53,18
1071,37,53,16
1072,39,53,14
1073,34,53,19
1074,37,53,16
1075,36,53,17
1076,36,53,17
1077,36,53,17
1078,38,53,15
1079,37,53,16
1080,36,53,17
1081,36,53,17
1082,35,53,18
1083,35,53,18
1084,36,53,17
1085,36,53,17
1086,37,53,16
1087,37,53,16
1088,37,53,16
1089,36,53,17
1090,38,53,15
1091,36,53,17
1092,37,53,16
1093,37,53,16
1094,35,53,18
1095,37,53,16
1096,37,53,16
1097,37,53,16
1098,38,53,15
1099,38,53,15
1100,39,53,14
1101,39,53,14
1102,39,53,14
1103,39,53,14
1104,38,53,15
1105,39,53,14
1106,39,53,14
1107,40,53,13
1108,38,53,15
1109,37,53,16
1110,38,53,15
1111,38,53,15
1112,38,53,15
1113,36,53,17
1114,36,53,17
1115,36,53,17
1116,36,53,17
1117,36,53,17
1118,38,53,15
1119,38,53,15
1120,39,53,14
1121,38,53,15
1122,39,53,14
1123,39,53,14
1124,37,53,16
1125,39,53,14
1126,39,53,14
1127,38,53,15
1128,38,53,15
1129,38,53,15
1130,38,53,15
1131,39,53,14
1132,38,53,15
1133,38,53,15
1134,37,53,16
1135,39,53,14
1136,38,53,15
1137,38,53,15
1138,39,53,14
1139,39,53,14
1140,39,53,14
1141,38,53,15
1142,40,53,13
1143,39,53,14
1144,37,53,16
1145,39,53,14
1146,39,53,14
1147,39,53,14
1148,39,53,14
1149,38,53,15
1150,38,53,15
1151,39,53,14
1152,37,53,16
1153,35,53,18
1154,36,53,17
1155,36,53,17
1156,37,53,16
1157,38,53,15
1158,38,53,15
1159,38,53,15
1160,39,53,14
1161,39,53,14
1162,38,53,15
1163,38,53,15
1164,39,53,14
1165,39,53,14
1166,39,53,14
1167,39,53,14
1168,39,53,14
1169,38,53,15
1170,38,53,15
1171,36,53,17
1172,37,53,16
1173,36,53,17
1174,36,53,17
1175,38,53,15
1176,37,53,16
1177,38,53,15
1178,37,53,16
1179,36,53,17
1180,35,53,18
1181,35,53,18
1182,38,53,15
1183,36,53,17
1184,37,53,16
1185,36,53,17
1186,35,53,18
1187,35,53,18
1188,34,53,19
1189,36,53,17
1190,35,53,18
1191,35,53,18
1192,36,53,17
1193,36,53,17
1194,38,53,15
1195,36,53,17
1196,37,53,16
1197,36,53,17
1198,36,53,17
1199,36,53,17
1200,35,53,18
1201,35,53,18
1202,38,53,15
1203,39,53,14
1204,39,53,14
1205,38,53,15
1206,39,53,14
1207,39,53,14
1208,39,53,14
1209,38,53,15
1210,39,53,14
1211,37,53,16
1212,38,53,15
1213,38,53,15
1214,38,53,15
1215,36,53,17
1216,36,53,17
1217,36,53,17
1218,35,53,18
1219,35,53,18
1220,36,53,17
1221,36,53,17
1222,39,53,14
1223,39,53,14
1224,39,53,14
1225,39,53,14
1226,38,53,15
1227,40,53,13
1228,39,53,14
1229,38,53,15
1230,40,53,13
1231,41,53,12
1232,38,53,15
1233,41,53,12
1234,39,53,14
1235,39,53,14
1236,38,53,15
1237,37,53,16
1238,38,53,15
1239,38,53,15
1240,37,53,16
1241,38,53,15
1242,38,53,15
1243,38,53,15
1244,39,53,14
1245,38,53,15
1246,38,53,15
1247,39,53,14
1248,36,53,17
1249,36,53,17
1250,35,53,18
1251,36,53,17
1252,36,53,17
1253,37,53,16
1254,40,53,13
1255,39,53,14
1256,40,53,13
1257,40,53,13
1258,40,53,13
1259,40,53,13
1260,39,53,14
1261,39,53,14
1262,40,53,13
1263,39,53,14
1264,38,53,15
1265,38,53,15
1266,39,53,14
1267,38,53,15
1268,38,53,15
1269,39,53,14
1270,38,53,15
1271,38,53,15
1272,39,53,14
1273,39,53,14
1274,37,53,16
1275,37,53,16
1276,37,53,16
1277,37,53,16
1278,38,53,15
1279,37,53,16
1280,36,53,17
1281,36,53,17
1282,38,53,15
1283,36,53,17
1284,38,53,15
1285,38,53,15
1286,39,53,14
1287,39,53,14
1288,38,53,15
1289,40,53,13
1290,39,53,14
1291,39,53,14
1292,39,53,14
1293,38,53,15
1294,37,53,16
1295,39,53,14
1296,39,53,14
1297,37,53,16
1298,39,53,14
1299,37,53,16
1300,37,53,16
1301,36,53,17
1302,35,53,18
1303,35,53,18
1304,39,53,14
1305,39,53,14
1306,38,53,15
1307,38,53,15
1308,37,53,16
1309,38,53,15
1310,38,53,15
1311,39,53,14
1312,37,53,16
1313,36,53,17
1314,36,53,17
1315,36,53,17
1316,36,53,17
